City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,sultanah,24.4926,39.5857,42.25,6,0,3.09,SA,1721046215
363,mariehamn,60.0973,19.9348,19.92,73,0,5.66,AX,1721046215
364,kantharalak,14.6406,104.6499,23.54,95,100,3.45,TH,1721046216
365,tongchuanshi,35.0806,109.0897,23.27,90,100,1.63,CN,1721046217
366,pamandzi,-12.7967,45.2794,29.88,58,0,1.54,YT,1721046218
367,micheweni,-4.9667,39.8333,27.21,65,84,5.24,TZ,1721046218
368,sierra grande,-41.606,-65.3557,4.9,47,51,7.8,AR,1721046219
369,westport,41.1415,-73.3579,26.83,83,40,0.45,US,1721046125
370,hammerfest,70.6634,23.6821,13.25,82,20,6.69,NO,1721046221
371,mahibadhoo,3.7833,72.9667,28.73,78,100,6.03,MV,1721046221
372,nieuw amsterdam,5.8833,-55.0833,27.01,83,40,2.57,SR,1721046222
373,fort mcmurray,56.7268,-111.381,12.77,82,0,0.51,CA,1721046223
374,zhenzhou,32.2692,119.1789,28.27,92,100,2.68,CN,1721046224
375,cotacachi,0.3,-78.2667,9.75,88,31,2.87,EC,1721046224
376,opuwo,-18.0607,13.84,28.85,6,16,3.62,NA,1721046225
377,carnarvon,-24.8667,113.6333,19.39,57,0,6.31,AU,1721046226
378,pematangsiantar,2.9595,99.0687,23.57,97,59,0.81,ID,1721046227
379,cururupu,-1.8283,-44.8683,28.58,65,11,1.91,BR,1721046227
380,taltal,-25.4,-70.4833,14.05,61,0,2.75,CL,1721046228
381,kununurra,-15.7667,128.7333,21.99,64,86,4.12,AU,1721046229
382,galle,6.0367,80.217,26.82,88,100,5.37,LK,1721046229
383,bodaybo,57.8506,114.1933,20.07,79,87,0.6,RU,1721046230
384,bergen,60.392,5.328,17.71,100,75,1.54,NO,1721046231
385,ust-tsilma,65.441,52.1498,26.82,37,28,0.23,RU,1721046232
386,mariveles,14.4833,120.4833,21.98,87,98,4.34,PH,1721046232
387,howard springs,-12.497,131.047,21.95,72,47,2.77,AU,1721046233
388,cabedelo,-6.9811,-34.8339,27.37,70,48,8.0,BR,1721046234
389,kodinsk,58.6881,99.1844,24.26,62,77,1.2,RU,1721046235
390,la gi,10.6667,107.7833,26.31,87,100,3.87,VN,1721046235
391,oranjemund,-28.55,16.4333,18.64,36,55,2.96,NA,1721046236
392,saipan,15.1355,145.701,29.39,84,40,6.17,MP,1721046237
393,atafu village,-8.5421,-172.5159,28.78,77,40,8.93,TK,1721046238
394,lodja,-3.4833,23.4333,39.08,12,15,0.57,CD,1721046239
395,mirante do paranapanema,-22.2919,-51.9064,15.74,72,55,2.16,BR,1721046239
396,severo-yeniseyskiy,60.3725,93.0408,20.74,73,94,0.9,RU,1721046093
397,riosucio,5.4216,-75.7032,15.32,87,48,0.45,CO,1721046241
398,zouerate,22.7187,-12.4521,43.37,7,6,8.02,MR,1721046136
399,fomboni,-12.28,43.7425,25.72,69,20,4.87,KM,1721046243
400,sao paulo de olivenca,-3.3783,-68.8725,23.12,81,100,1.25,BR,1721046243
401,quiberon,47.4841,-3.1196,19.78,66,82,9.7,FR,1721046244
402,valparaiso,-33.0393,-71.6273,8.97,100,100,1.03,CL,1721046179
403,forster,-32.1667,152.5167,6.88,77,0,4.41,AU,1721046246
404,huai khot,15.2909,99.6166,30.03,84,100,2.12,TH,1721046247
405,aksuat,48.7167,83.7,33.17,32,100,4.73,KZ,1721046247
406,matlock,53.1384,-1.5556,21.52,65,92,3.07,GB,1721046248
407,princeville,45.7668,-61.2985,24.36,91,1,1.03,CA,1721046249
408,al jawf,29.5,38.75,36.88,13,0,3.28,SA,1721046250
409,tagta,41.6504,59.9164,32.97,27,0,7.2,TM,1721046250
410,toliara,-23.35,43.6667,24.45,59,0,4.68,MG,1721046251
411,choma,-16.8065,26.9531,27.7,13,0,3.51,ZM,1721046252
412,tralee,52.2704,-9.7026,16.14,82,100,5.66,IE,1721046253
413,san julian,21.0167,-102.1667,13.07,93,98,0.68,MX,1721046253
414,veracruz,19.3333,-96.6667,18.29,85,62,2.34,MX,1721045758
415,beloyarskiy,63.7119,66.6722,23.86,38,100,2.42,RU,1721046255
416,al hasakah,36.5024,40.7477,40.89,15,0,4.63,SY,1721046256
417,tsiombe,-25.3,45.4833,27.13,40,0,2.72,MG,1721046178
418,chinde,26.8212,87.7095,28.18,83,81,1.18,NP,1721046257
419,balkanabat,39.5108,54.3671,33.37,29,0,5.82,TM,1721046258
420,kathmandu,27.7167,85.3167,27.12,74,75,5.66,NP,1721046258
421,sola,-13.8833,167.55,23.37,100,20,0.0,VU,1721046259
422,igarka,67.4667,86.5833,22.2,47,8,6.22,RU,1721046134
423,porto barra do ivinheima,-22.9667,-53.6667,13.25,68,100,2.03,BR,1721046261
424,grand baie,-20.0182,57.5802,24.26,71,40,2.68,MU,1721046261
425,puerto colombia,10.9878,-74.9547,28.05,80,64,3.23,CO,1721046262
426,pangoa,-12.1167,-73.0,18.32,87,97,0.67,PE,1721046263
427,san luis de la loma,17.2706,-100.8939,25.53,83,100,2.31,MX,1721046264
428,ramadi,33.4226,43.3058,43.29,12,0,5.17,IQ,1721046264
429,port augusta,-32.5,137.7667,10.24,77,92,6.03,AU,1721046265
430,hithadhoo,-0.6,73.0833,29.05,71,88,1.96,MV,1721046266
431,daru,-9.0763,143.2092,23.57,78,58,3.76,PG,1721046267
432,taoyuan city,24.9937,121.297,31.49,76,75,5.14,TW,1721046268
433,arteche,12.2645,125.4048,26.22,90,100,1.95,PH,1721046268
434,nantucket,41.2835,-70.0995,25.61,96,0,3.09,US,1721046269
435,tambura,5.6,27.4667,32.21,43,60,2.26,SS,1721046270
436,rabaul,-4.1967,152.1721,26.38,83,100,6.1,PG,1721046271
437,villa gesell,-37.2639,-56.973,3.82,73,0,3.69,AR,1721046146
438,nedumangad,8.6,77.0,24.6,88,75,7.72,IN,1721046272
439,tangalle,6.024,80.7911,30.09,74,99,5.36,LK,1721046273
440,berezovo,63.9381,65.0419,24.23,37,40,2.15,RU,1721046274
441,nyala,12.05,24.8833,31.78,43,95,5.9,SD,1721046275
442,an nuhud,12.7,28.4333,32.45,39,95,2.46,SD,1721046275
443,kristiansund,63.1115,7.732,19.36,81,75,7.72,NO,1721046276
444,tottori,35.5,134.2333,25.04,83,75,3.6,JP,1721046277
445,tezu,27.9167,96.1667,25.25,98,100,1.46,IN,1721046278
446,pico truncado,-46.7949,-67.9573,2.44,77,36,10.05,AR,1721046279
447,dapa,9.7594,126.0531,25.74,85,99,1.86,PH,1721046279
448,sinabang,2.4803,96.3801,27.48,79,57,2.53,ID,1721046280
449,queenstown,-31.8976,26.8753,13.56,17,0,6.26,ZA,1721046281
450,hobyo,5.3505,48.5268,27.24,68,71,13.59,SO,1721046282
451,nagato,34.3833,131.2,24.55,90,99,2.07,JP,1721046282
452,harris hill,42.9648,-78.6775,24.21,84,100,5.14,US,1721046283
453,bryne,58.7354,5.6477,18.77,84,40,5.66,NO,1721046284
454,qarazhal,48.0078,70.7903,25.14,40,84,10.14,KZ,1721046285
455,talnakh,69.4865,88.3972,20.66,42,4,5.45,RU,1721046286
456,talcahuano,-36.7167,-73.1167,3.82,93,75,4.12,CL,1721046286
457,nova sintra,14.8667,-24.7167,25.0,80,67,2.91,CV,1721046287
458,kangding,30.0513,101.9603,19.47,99,100,1.85,CN,1721046288
459,fort meade,39.1082,-76.7432,29.4,70,0,2.57,US,1721046289
460,al mijlad,11.0333,27.7333,33.53,42,84,6.92,SD,1721046289
461,yaprakli,40.7579,33.7782,27.85,24,57,5.56,TR,1721046290
462,gadzhiyevo,69.2551,33.3362,16.22,73,30,3.33,RU,1721046127
463,bontang,0.1333,117.5,27.2,83,81,3.55,ID,1721046292
464,sabang,5.8933,95.3214,28.92,80,100,10.43,ID,1721046292
465,yanam,16.7333,82.2167,24.55,93,100,3.08,IN,1721046293
466,salinas,36.6777,-121.6555,14.99,92,100,2.06,US,1721046294
467,sungjibaegam,41.2428,128.7989,12.56,98,1,1.66,KP,1721046295
468,mabaruma,8.2,-59.7833,25.5,90,51,1.07,GY,1721046295
469,darwin,-12.4611,130.8418,21.99,68,0,0.0,AU,1721046296
470,takanabe,32.1333,131.5,26.94,94,100,1.4,JP,1721046297
471,karratha,-20.7377,116.8463,22.91,56,0,2.76,AU,1721046298
472,guichon,-32.35,-57.2,7.2,89,3,3.02,UY,1721046298
473,burang,30.25,81.1667,15.0,55,85,3.53,CN,1721046299
474,narasannapeta,18.4167,84.05,27.42,82,100,3.81,IN,1721046300
475,tsimasham,27.0989,89.536,16.5,96,99,1.62,BT,1721046301
476,al kharj,24.155,47.3346,43.32,7,19,6.11,SA,1721046301
477,port-gentil,-0.7193,8.7815,25.98,73,40,6.17,GA,1721046302
478,brisas de zicatela,15.8369,-97.0419,26.12,66,36,1.8,MX,1721046303
479,yanbu,24.0891,38.0637,39.02,37,0,9.77,SA,1721046304
480,iquique,-20.2208,-70.1431,14.02,68,10,2.26,CL,1721046304
481,ta`u,-14.2336,-169.5144,26.94,77,19,6.66,AS,1721046150
482,trairi,-3.2778,-39.2689,26.68,61,9,6.45,BR,1721046306
483,kiama,-34.6833,150.8667,11.32,61,56,6.26,AU,1721046307
484,mejit,10.2753,170.8646,27.84,85,11,10.62,MH,1721046307
485,tamanrasset,22.785,5.5228,33.95,21,20,4.12,DZ,1721046163
486,gdov,58.7406,27.8122,22.17,50,7,0.89,RU,1721046309
487,ambodifotatra,-16.9833,49.85,27.03,57,40,3.09,MG,1721046310
488,chipinge,-20.1883,32.6236,27.09,13,0,3.16,ZW,1721046310
489,saint-francois,46.4154,3.9054,30.93,50,0,4.12,FR,1721046311
490,wynyard,-41.0,145.7167,11.44,84,100,2.68,AU,1721046312
491,sterling,39.0062,-77.4286,29.28,64,20,2.57,US,1721046313
492,peterhead,57.5058,-1.7981,16.36,81,95,1.04,GB,1721046313
493,hasaki,35.7333,140.8333,22.22,90,99,5.89,JP,1721046314
494,khovd,48.0056,91.6419,30.3,19,38,2.05,MN,1721046315
495,rawlins,41.7911,-107.2387,16.31,51,0,3.6,US,1721046315
496,akjoujt,19.6969,-14.4164,33.28,31,3,6.58,MR,1721046316
497,plettenberg bay,-34.0527,23.3716,16.2,50,0,4.79,ZA,1721046317
498,teguise,29.0605,-13.564,26.12,47,0,10.8,ES,1721046318
499,farafangana,-22.8167,47.8333,24.14,65,18,5.12,MG,1721046319
500,aioun,16.6614,-9.6149,34.23,44,100,5.04,MR,1721046320
501,tromso,69.6496,18.957,15.01,72,0,9.26,NO,1721046321
502,uliastay,47.7417,96.8444,24.07,32,34,2.55,MN,1721046322
503,jamsa,61.8642,25.19,22.4,52,74,2.69,FI,1721046322
504,chibougamau,49.9168,-74.3659,18.79,94,75,3.09,CA,1721046323
505,pandan,14.0453,124.1694,26.7,85,100,3.06,PH,1721046324
506,tacna,-18.0056,-70.2483,9.5,87,100,3.6,PE,1721046325
507,saltburn-by-the-sea,54.5824,-0.9737,21.25,77,83,3.78,GB,1721046326
508,kirakira,-10.4544,161.9205,26.15,86,60,1.19,SB,1721046326
509,berezovyy,51.6667,135.7,22.99,70,100,1.67,RU,1721046327
510,vikhorevka,56.1201,101.1636,23.77,65,84,0.74,RU,1721046328
511,touros,-5.1989,-35.4608,26.03,75,32,7.02,BR,1721046329
512,ad dabbah,18.05,30.95,44.14,17,17,2.65,SD,1721046329
513,karlovo,42.6333,24.8,35.88,17,0,4.79,BG,1721046330
514,aras-asan,8.8908,126.3033,24.11,91,100,1.74,PH,1721046331
515,levanger,63.7464,11.2996,24.03,58,100,4.42,NO,1721046332
516,nishinoomote,30.7333,131.0,27.57,81,100,2.41,JP,1721046332
517,barabai,-2.5833,115.3833,24.61,91,91,0.56,ID,1721046333
518,yemetsk,63.4721,41.7941,18.59,78,100,1.6,RU,1721046334
519,bouar,5.934,15.596,25.92,70,81,1.33,CF,1721046335
520,muynoq,43.7683,59.0214,30.29,28,6,3.94,UZ,1721046335
521,buique,-8.6231,-37.1558,20.43,65,82,5.88,BR,1721046336
522,yambio,4.5721,28.3955,32.19,43,50,2.1,SS,1721046337
523,gananoque,44.3334,-76.1661,24.85,76,34,4.21,CA,1721046337
524,cabo san lucas,22.8909,-109.9124,26.61,76,8,4.44,MX,1721046085
525,lagoa,39.05,-27.9833,22.38,86,44,3.42,PT,1721046339
526,reggane,26.7158,0.1714,45.44,7,0,0.76,DZ,1721046340
527,jorpeland,59.0225,6.0408,18.86,76,49,2.97,NO,1721046340
528,el calafate,-50.3408,-72.2768,0.33,69,100,0.15,AR,1721046341
529,sulakyurt,40.1573,33.716,31.29,20,5,4.21,TR,1721046342
530,ancud,-41.8697,-73.8203,6.29,90,92,2.42,CL,1721046343
531,la sarre,48.8002,-79.1996,17.63,98,92,2.81,CA,1721046343
532,hemsby,52.6971,1.6918,23.54,66,58,4.57,GB,1721046344
533,tubarjal,30.4999,38.216,36.43,17,0,5.12,SA,1721046345
534,aweil,8.7682,27.4002,33.71,41,78,3.08,SS,1721046346
535,fisterra,42.9049,-9.2629,21.68,89,0,7.93,ES,1721046346
536,sao jose da coroa grande,-8.8978,-35.1478,26.31,62,82,5.18,BR,1721046347
537,copiapo,-27.3667,-70.3333,4.83,15,0,1.11,CL,1721046185
538,sao vicente,-23.9631,-46.3919,20.15,26,100,0.95,BR,1721046349
539,zavitinsk,50.1167,129.45,29.02,43,88,6.39,RU,1721046349
540,alotau,-10.3069,150.4462,20.58,87,44,1.91,PG,1721046350
541,sandnessjoen,66.0217,12.6316,22.06,53,75,3.6,NO,1721046351
542,alofi,-19.0595,-169.9187,16.94,88,20,0.51,NU,1721046352
543,kalmunai,7.4167,81.8167,32.38,55,100,2.7,LK,1721046352
544,ciudad insurgentes,25.2625,-111.7753,24.49,78,9,2.14,MX,1721046353
545,floro,61.5996,5.0328,16.98,82,75,6.17,NO,1721046354
546,picota,-6.9197,-76.3304,20.81,83,77,0.79,PE,1721046354
547,balabac,7.9868,117.0645,27.12,80,100,2.26,PH,1721046355
548,cill airne,52.05,-9.5167,16.03,82,100,5.66,IE,1721046356
549,reyes,-14.3167,-67.3833,16.09,67,75,2.57,BO,1721046357
550,matoury,4.8483,-52.3317,27.98,83,0,1.54,GF,1721046357
551,mossel bay,-34.1831,22.146,17.96,55,2,3.03,ZA,1721046358
552,saint-philippe,-21.3585,55.7679,24.77,72,34,5.96,RE,1721046329
553,kirkwall,58.9848,-2.9587,13.03,88,75,4.12,GB,1721046360
554,hauterive,46.0901,3.4459,31.42,53,91,3.13,FR,1721046360
555,tieli,46.95,128.05,23.39,83,75,3.07,CN,1721046361
556,kapa'a,22.0752,-159.319,25.18,81,75,7.2,US,1721046362
557,nova xavantina,-14.6667,-52.35,22.29,38,0,1.99,BR,1721046363
558,hashtpar,37.8008,48.9037,28.19,48,0,4.1,IR,1721046363
